2020.Agupta_FernandezTriana,!,1981.Alloplitis_Nixon,deduced
2020.Agupta_FernandezTriana,!,1981.Clarkinella_Mason,deduced
2020.Agupta_FernandezTriana,!,1981.Exulonyyx_Mason,deduced
2020.Agupta_FernandezTriana,!,1981.Larissimus_Nixon,deduced
2020.Agupta_FernandezTriana,!,1981.Papanteles_Mason,deduced
2020.Agupta_FernandezTriana,!,1981.Pelicope_Mason,deduced
2020.Agupta_FernandezTriana,!,1981.Philoplitis_Nixon,deduced
2020.Agupta_FernandezTriana,!,1981.Prasmodon_Nixon,deduced
2020.Agupta_FernandezTriana,!,1981.Semionis_Nixon,deduced
2020.Agupta_FernandezTriana,!,1981.Sendaphne_Nixon,deduced
2020.Agupta_FernandezTriana,!,1981.Venanus_Mason,deduced
2020.Alloplitis_Nixon,!,1981.Clarkinella_Mason,deduced
2020.Alloplitis_Nixon,!,1981.Exulonyyx_Mason,deduced
2020.Alloplitis_Nixon,!,1981.Larissimus_Nixon,deduced
2020.Alloplitis_Nixon,!,1981.Papanteles_Mason,deduced
2020.Alloplitis_Nixon,!,1981.Pelicope_Mason,deduced
2020.Alloplitis_Nixon,!,1981.Philoplitis_Nixon,deduced
2020.Alloplitis_Nixon,!,1981.Prasmodon_Nixon,deduced
2020.Alloplitis_Nixon,!,1981.Semionis_Nixon,deduced
2020.Alloplitis_Nixon,!,1981.Sendaphne_Nixon,deduced
2020.Alloplitis_Nixon,!,1981.Venanus_Mason,deduced
2020.Austinocotesia_FernandezTriana,!,1981.Alloplitis_Nixon,deduced
2020.Austinocotesia_FernandezTriana,!,1981.Clarkinella_Mason,deduced
2020.Austinocotesia_FernandezTriana,!,1981.Exulonyyx_Mason,deduced
2020.Austinocotesia_FernandezTriana,!,1981.Larissimus_Nixon,deduced
2020.Austinocotesia_FernandezTriana,!,1981.Papanteles_Mason,deduced
2020.Austinocotesia_FernandezTriana,!,1981.Pelicope_Mason,deduced
